concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
shopify:taxonomy:media_section,media-section,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:media_theme,media-theme,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medical_alarm_features,medical-alarm-features,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medical_device_certification,medical-device-certification,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medical_identification_type,medical-identification-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medical_specialty,medical-specialty,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medical_symbol,medical-symbol,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medical_syringe_purpose,medical-syringe-purpose,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medical_tape_material,medical-tape-material,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medicine_drug_form,medicine-drug-form,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medicine_supplement_form,medicine-supplement-form,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:medium,medium,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_accessory_set_included,melodica-accessory-set-included,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_air_chamber_material,melodica-air-chamber-material,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_included_accessories,melodica-included-accessories,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_key_color_scheme,melodica-key-color-scheme,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_mouthpiece_configuration,melodica-mouthpiece-configuration,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_mouthpiece_type,melodica-mouthpiece-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_reed_plate_material,melodica-reed-plate-material,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_size_class,melodica-size-class,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melodica_style,melodica-style,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:melon_variety,melon-variety,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_channels,memory-channels,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_foam_infusion_material,memory-foam-infusion-material,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_form_factor,memory-form-factor,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_rank,memory-rank,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_storage_type,memory-storage-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_technology,memory-technology,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_wire_gauge,memory-wire-gauge,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:memory_wire_project_size,memory-wire-project-size,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:menstrual_cup_shape,menstrual-cup-shape,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:menstrual_cup_size,menstrual-cup-size,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:menstrual_cup_stem_type,menstrual-cup-stem-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:merv_rating,merv-rating,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:mesh_networking_technology,mesh-networking-technology,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:mesh_type,mesh-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:metal_detector_features,metal-detector-features,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:metal_molding_application,metal-molding-application,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:metal_purity,metal-purity,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:meter_type,meter-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:metrics_counted,metrics-counted,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:metrics_supported,metrics-supported,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:metronome_display_style,metronome-display-style,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:metronome_output_method,metronome-output-method,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:micrometer_type,micrometer-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:microphone_design,microphone-design,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:microphone_preamp_form_factor,microphone-preamp-form-factor,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:microphone_thread,microphone-thread,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:microphone_toy_feature_set,microphone-toy-feature-set,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:microphone_type,microphone-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:microphone_windshield_type,microphone-windshield-type,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
shopify:taxonomy:microscope_features,microscope-features,"Shopify provider-local concept; cross-platform equivalence is not asserted by Gate 1E.",CategoryScopedProductAttribute,controlled_or_inherited_vocabulary,provider_defined,not_applicable,provider_taxonomy,taxonomy_definition,category_assignment_requires_taxonomy_context,shopify_taxonomy_context,ConnectorTaxonomy,shopify_taxonomy_attribute_definition,not_applicable,provider_defined,category_candidate,shopify,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Evidence remains provider-local and provenance-backed."
